City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Skjervøy,70.0311,20.9714,28.4,64,40,3.44,NO,1616068677
Constantine,36.365,6.6147,53.6,50,40,6.91,DZ,1616068855
Ozubulu,5.9567,6.849,92.08,47,99,5.17,NG,1616068856
Prince Rupert,54.3161,-130.3201,42.8,93,90,5.75,CA,1616068604
Urubichá,-15.3833,-62.95,67.24,97,100,2.48,BO,1616068857
Gweta,-20.1833,25.2333,88.27,30,21,7.58,BW,1616068858
Ōhara,35.25,140.3833,55.0,82,75,2.3,JP,1616068859
Hofn,64.2539,-15.2082,46.4,93,20,3.44,IS,1616068860
Pacocha,-17.5833,-71.3333,70.05,83,94,4.47,PE,1616068861
Karīmpur,23.9667,88.6167,89.83,13,34,5.19,IN,1616068861
Uzhur,55.3036,89.8339,19.69,89,100,3.65,RU,1616068862
Mudgee,-32.5943,149.5871,64.4,77,77,10.36,AU,1616068863
Portland,45.5234,-122.6762,43.0,81,20,3.44,US,1616068378
Barkhera Kalān,28.45,79.8,94.5,9,54,10.65,IN,1616068864
Aswān,24.0934,32.907,89.28,8,0,14.45,EG,1616068865
Hirara,24.8,125.2833,69.8,94,20,6.91,JP,1616068866
Nouadhibou,20.931,-17.0347,75.2,46,0,18.41,MR,1616068866
Rembang,-6.707,111.3498,79.86,81,99,5.39,ID,1616068867
Canandaigua,42.8742,-77.288,36.0,73,100,2.57,US,1616068868
São Félix do Xingu,-6.6447,-51.995,74.3,92,97,2.15,BR,1616068639
Llangefni,53.2556,-4.3106,48.2,93,90,8.05,GB,1616068869
Montepuez,-13.1256,38.9997,78.82,86,79,5.03,MZ,1616068869
Maxixe,-23.8597,35.3472,89.6,58,20,6.91,MZ,1616068870
Owando,-0.4819,15.8999,92.19,48,73,1.25,CG,1616068871
Ardeşen,41.1911,40.9875,53.6,82,40,4.61,TR,1616068871
Cockburn Town,21.4612,-71.1419,74.55,71,34,17.05,TC,1616068784
Jishou,28.3167,109.7167,56.25,94,99,3.53,CN,1616068873
Coquimbo,-29.9533,-71.3436,53.6,87,20,4.61,CL,1616068582
Great Yarmouth,52.6083,1.7305,46.0,87,75,11.5,GB,1616068874
Fillan,63.6064,8.9696,41.0,87,75,6.91,NO,1616068874
Canutama,-6.5339,-64.3831,74.05,89,100,0.13,BR,1616068875
Terrace Bay,48.7834,-87.1,21.2,63,11,5.75,CA,1616068876
Surubim,-7.8331,-35.7547,77.0,73,75,5.75,BR,1616068877
Yārāda,17.65,83.2667,82.71,64,88,11.95,IN,1616068877
Sosnovo-Ozerskoye,52.5249,111.5418,15.21,85,100,3.22,RU,1616068878
Chuzhou,32.3219,118.2978,55.0,68,100,1.99,CN,1616068879
Boffa,10.1667,-14.0333,93.43,33,42,3.85,GN,1616068879
Pithorāgarh,29.5833,80.2167,73.29,15,62,3.22,IN,1616068880
Buriticá,6.7187,-75.9073,62.11,97,100,2.57,CO,1616068881
Mwense,-10.3845,28.698,83.08,61,92,0.96,ZM,1616068881
Abu Samrah,35.3029,37.1841,60.26,44,22,27.11,SY,1616068882
Tiruvallur,13.15,79.9167,86.0,45,40,5.75,IN,1616068883
Pisco,-13.7,-76.2167,66.2,77,90,3.44,PE,1616068883
Anadyr,64.75,177.4833,-20.0,76,0,6.71,RU,1616068644
Curaçá,-8.9903,-39.9094,80.44,60,68,13.76,BR,1616068884
Aykhal,66.0,111.5,12.38,88,100,24.87,RU,1616068607
Barra de Tecoanapa,16.5167,-98.75,70.54,78,0,3.96,MX,1616068886
Distrikt Brokopondo,4.75,-55.1667,77.65,74,60,8.01,SR,1616068886
Adrar,20.5022,-10.0711,87.17,7,0,7.7,MR,1616068887
Bukama,-9.2,25.85,87.33,61,65,1.97,CD,1616068888
Suzaka,36.65,138.3167,41.0,79,19,3.24,JP,1616068888
Sura,53.8879,45.7419,31.55,97,98,3.11,RU,1616068889
Kungurtug,50.5994,97.5228,10.22,81,99,0.87,RU,1616068890
Oranjestad,12.524,-70.027,78.8,78,20,17.27,AW,1616068862
Tamworth,52.634,-1.6959,48.2,81,40,10.36,GB,1616068633
Tiksi,71.6872,128.8694,-20.65,93,100,4.54,RU,1616068891
Zhigansk,66.7697,123.3711,-15.02,90,100,18.25,RU,1616068892
Quatre Cocos,-20.2078,57.7625,84.2,61,40,11.5,MU,1616068893
Birin,26.8865,88.0718,65.86,26,0,2.86,NP,1616068893
Darhan,49.4867,105.9228,18.41,82,88,4.72,MN,1616068770
Shubarkuduk,49.1447,56.4872,32.76,80,100,21.99,KZ,1616068894
Mauá,-23.6678,-46.4614,73.0,83,20,6.91,BR,1616068895
Geraldton,-28.7667,114.6,75.2,83,0,14.97,AU,1616068896
Makakilo City,21.3469,-158.0858,71.6,73,1,6.91,US,1616068897
Mossamedes,-15.1961,12.1522,77.63,69,58,10.56,AO,1616068897
Morant Bay,17.8815,-76.4093,77.0,61,20,13.8,JM,1616068898
Sola,-13.8833,167.55,82.08,75,94,11.77,VU,1616068899
Naze,28.3667,129.4833,65.91,87,24,3.62,JP,1616068899
Nieves,15.3274,120.9485,78.8,94,90,4.61,PH,1616068900
Banda Aceh,5.5577,95.3222,81.82,76,89,9.62,ID,1616068901
Bestöbe,52.4994,73.0975,19.62,84,93,9.66,KZ,1616068901
Vitim,59.4511,112.5578,17.83,93,100,5.77,RU,1616068902
Puerto Ayacucho,5.6639,-67.6236,75.99,78,88,6.64,VE,1616068903
Pergine Valsugana,46.065,11.238,50.0,67,40,6.91,IT,1616068903
Soure,-0.7167,-48.5233,79.95,83,99,5.37,BR,1616068904
Antibes,43.5624,7.1278,53.6,54,75,13.8,FR,1616068905
Bathsheba,13.2167,-59.5167,78.8,61,40,16.11,BB,1616068905
Aklavik,68.2191,-135.0107,-7.6,77,11,3.44,CA,1616068906
Lorengau,-2.0226,147.2712,81.59,73,88,2.37,PG,1616068907
Portugalete,43.321,-3.0206,54.0,58,40,12.66,ES,1616068907
Necochea,-38.5473,-58.7368,55.0,82,48,1.01,AR,1616068908
Kota Belud,6.351,116.4305,80.6,89,20,3.44,MY,1616068909
Touros,-5.1989,-35.4608,77.0,94,75,2.3,BR,1616068909
Victor Harbor,-35.5667,138.6167,70.0,74,0,14.05,AU,1616068910
Hot Springs,34.5037,-93.0552,44.01,70,90,10.36,US,1616068887
Humaitá,-7.5061,-63.0208,73.29,99,100,2.82,BR,1616068842
Karratha,-20.7377,116.8463,84.85,65,4,13.8,AU,1616068912
Boa Vista,2.8197,-60.6733,78.8,65,0,8.05,BR,1616068846
Avera,33.194,-82.5271,64.99,97,90,8.05,US,1616068914
Quelimane,-17.8786,36.8883,91.4,55,40,6.71,MZ,1616068914
Tezu,27.9167,96.1667,80.06,23,0,3.4,IN,1616068650
Vila Franca do Campo,37.7167,-25.4333,60.8,67,40,12.66,PT,1616068660
Korla,41.7597,86.1469,44.42,41,100,3.74,CN,1616068683
Muzhi,65.3667,64.6667,3.61,95,100,5.08,RU,1616068917
Konstanz,47.6603,9.1758,42.01,73,74,1.99,DE,1616068918
Richards Bay,-28.783,32.0377,81.36,70,15,7.9,ZA,1616068683
Lebu,-37.6167,-73.65,53.29,83,0,6.42,CL,1616068919
Cayenne,4.9333,-52.3333,82.0,88,86,1.14,GF,1616068919
Edd,13.9297,41.6925,91.98,40,32,22.97,ER,1616068921
Normandin,48.8333,-72.5321,35.6,87,100,10.36,CA,1616068922
Laguna,38.421,-121.4238,50.0,76,90,2.8,US,1616068922
Nichinan,31.6,131.3667,60.8,82,75,3.44,JP,1616068923
Bakchar,57.0186,82.0711,26.94,94,100,5.12,RU,1616068924
Acapulco de Juárez,16.8634,-99.8901,72.0,84,12,4.56,MX,1616068674
Kununurra,-15.7667,128.7333,77.0,100,40,3.24,AU,1616068925
Qaqortoq,60.7167,-46.0333,26.6,86,75,11.5,GL,1616068926
Saint-Joseph,-21.3667,55.6167,80.6,78,75,8.05,RE,1616068927
Kaabong,3.4836,34.1492,81.86,39,74,11.45,UG,1616068927
Port-Cartier,50.0334,-66.8654,30.2,74,90,11.5,CA,1616068928
Kerchevskiy,59.946,56.2884,30.78,78,100,9.22,RU,1616068929
Kiunga,-6.1219,141.2906,75.27,97,100,1.39,PG,1616068929
George,-33.963,22.4617,78.8,57,0,5.75,ZA,1616068930
Katsuura,35.1333,140.3,57.0,73,91,11.45,JP,1616068931
Wajima,37.4,136.9,45.68,59,85,7.72,JP,1616068932
Adré,13.4667,22.2,97.7,15,70,3.51,TD,1616068932
Niquero,20.0431,-77.5828,73.89,80,0,3.94,CU,1616068933
Severo-Kuril'sk,50.6789,156.125,30.72,91,66,8.84,RU,1616068934
Jiangkou,25.4872,119.1986,59.0,88,90,6.71,CN,1616068935
Pathein,16.7833,94.7333,80.56,57,47,14.79,MM,1616068935
Montrose,38.4166,-108.2673,28.99,68,19,3.0,US,1616068936
Manakara,-22.1333,48.0167,82.62,67,29,7.18,MG,1616068938
Vikhorevka,56.1201,101.1636,23.0,46,40,8.95,RU,1616068938
Verkhnyaya Inta,65.9811,60.3094,22.82,95,100,7.14,RU,1616068939
Pacific Grove,36.6177,-121.9166,50.0,81,90,3.44,US,1616068940
Akita,39.7167,140.1167,39.2,70,75,8.05,JP,1616068940
Manali,13.1667,80.2667,86.0,45,40,5.75,IN,1616068941
Kushima,31.4583,131.2333,60.8,82,75,3.44,JP,1616068942
Brigantine,39.4101,-74.3646,45.0,93,90,4.61,US,1616068942
Lhokseumawe,5.1801,97.1507,81.52,75,69,2.98,ID,1616068943
Tabou,4.423,-7.3528,80.26,80,100,2.3,CI,1616068944
Kuala Terengganu,5.3302,103.1408,84.2,70,20,3.44,MY,1616068945
Tuatapere,-46.1333,167.6833,52.0,87,72,1.99,NZ,1616068945
Namatanai,-3.6667,152.4333,80.85,74,51,7.23,PG,1616068946
Brenham,30.1669,-96.3977,48.2,61,1,13.8,US,1616068947
St. George's,12.0564,-61.7485,75.2,83,20,5.75,GD,1616068947
Russell,32.3502,-85.1999,69.8,88,75,6.91,US,1616068948
Bilibino,68.0546,166.4372,-20.0,84,0,2.68,RU,1616068949
Atbasar,51.8,68.3333,21.2,82,96,9.08,KZ,1616068950
Oranjemund,-28.55,16.4333,68.74,67,0,15.35,NA,1616068950
Clyde River,70.4692,-68.5914,-25.6,68,1,4.61,CA,1616068951
Kisaran,2.9845,99.6158,78.69,83,36,2.04,ID,1616068952
Baní,18.2833,-70.3333,73.99,79,5,1.99,DO,1616068713
Dedham,42.2418,-71.1662,39.99,100,98,12.66,US,1616068953
Tambun,-6.2641,107.0712,84.99,74,40,9.22,ID,1616068954
Pevek,69.7008,170.3133,-24.77,97,26,4.45,RU,1616068954
Udachny,66.4167,112.4,14.99,83,100,18.23,RU,1616068955
Miraflores,19.2167,-98.8083,55.4,67,1,5.75,MX,1616068956
Huangmei,30.1924,116.025,52.83,94,95,7.7,CN,1616068956
Lishu,43.3047,124.3278,37.26,40,25,7.4,CN,1616068957
Nabire,-3.3667,135.4833,78.73,86,93,1.97,ID,1616068959
Kaa-Khem,51.6833,94.7333,6.76,98,81,1.07,RU,1616068959
Rocha,-34.4833,-54.3333,63.25,80,51,11.52,UY,1616068960
Shirokiy,49.758,129.523,18.64,84,35,5.93,RU,1616068961
Hvolsvollur,63.7533,-20.2243,46.4,93,90,14.97,IS,1616068962
Biak,-0.9131,122.8766,78.28,80,47,2.75,ID,1616068963
Port Blair,11.6667,92.75,82.67,65,0,9.17,IN,1616068964
Mount Gambier,-37.8333,140.7667,60.8,88,0,8.05,AU,1616068964
North Bend,43.4065,-124.2243,44.6,87,90,8.05,US,1616068965
Yangi Marg`ilon,40.4272,71.7189,53.6,47,6,4.61,UZ,1616068966
Comodoro Rivadavia,-45.8667,-67.5,48.2,66,0,8.25,AR,1616068966
Bicas,-21.7253,-43.0594,70.95,90,92,5.99,BR,1616068967
Lengshuijiang,27.6881,111.4294,59.92,88,95,4.72,CN,1616068968
Honningsvåg,70.9821,25.9704,28.4,80,75,14.97,NO,1616068968
Beira,-19.8436,34.8389,89.6,58,20,10.36,MZ,1616068969
Vaitape,-16.5167,-151.75,82.0,72,4,8.34,PF,1616068970
Noumea,-22.2763,166.4572,80.01,88,0,4.61,NC,1616068970
Narsaq,60.9167,-46.05,26.6,86,75,11.5,GL,1616068971
Mahibadhoo,3.7833,72.9667,83.03,70,90,7.2,MV,1616068922
Luena,-11.7833,19.9167,78.8,73,75,4.41,AO,1616068972
Massaguet,12.4755,15.4365,100.4,23,91,6.91,TD,1616068973
Iquique,-20.2208,-70.1431,66.2,72,0,5.75,CL,1616068719
Lindenhurst,40.6868,-73.3735,44.01,81,90,2.44,US,1616068826
Cap-aux-Meules,47.3821,-61.8597,33.8,75,80,14.97,CA,1616068975
Māngrol,21.1167,70.1167,83.64,53,40,15.86,IN,1616068975
Ardakān,32.31,54.0175,84.2,15,75,6.91,IR,1616068977
Shimoda,34.6667,138.95,61.0,79,65,6.29,JP,1616068977
Chibombo,-14.6569,28.0706,78.82,63,12,7.38,ZM,1616068978
Jumla,29.2747,82.1838,55.63,32,81,4.99,NP,1616068979
Pemba,-12.974,40.5178,87.8,74,75,8.05,MZ,1616068979
Itaituba,-4.2761,-55.9836,77.0,94,90,2.48,BR,1616068980
Colares,38.7992,-9.4469,64.99,36,0,12.66,PT,1616068981
Dzilam González,21.2833,-88.9333,70.45,94,1,5.66,MX,1616068982
Illapel,-31.6308,-71.1653,56.93,82,15,2.08,CL,1616068982
Rawlins,41.7911,-107.2387,24.8,68,1,6.93,US,1616068898
Alice Town,25.7167,-79.3,74.82,79,51,15.14,BS,1616068984
Kharabali,47.4196,47.2568,43.0,80,100,1.99,RU,1616068984
Alyangula,-13.8483,136.4192,81.93,76,98,7.52,AU,1616068985
Beba,22.4437,-79.7253,68.0,100,40,4.61,CU,1616068986
Makat,47.6469,53.3463,51.73,51,87,18.48,KZ,1616068986
Dhule,20.9,74.7833,99.61,10,9,9.35,IN,1616068742
Bayan,46.0833,127.4,30.06,58,0,2.17,CN,1616068988
Chake Chake,-5.2459,39.7666,88.54,56,81,5.03,TZ,1616068989
Elko,41.0002,-115.5012,36.0,60,20,8.05,US,1616068989
Pemangkat,1.1667,108.9667,79.52,83,100,6.15,ID,1616068990
Atakpamé,7.5333,1.1333,91.22,46,99,1.41,TG,1616068991
Thinadhoo,0.5333,72.9333,84.69,64,94,4.72,MV,1616068991
Jalu,29.0331,21.5482,71.4,26,0,5.91,LY,1616068992
La Unión,-5.4,-80.75,76.39,66,59,6.33,PE,1616068993
Askiz,53.1319,90.5264,23.34,80,90,6.67,RU,1616068993
Filingué,14.3521,3.3168,101.84,8,80,3.29,NE,1616068994
La Paz,-16.5,-68.15,41.0,93,90,9.22,BO,1616068806
Coyhaique,-45.5752,-72.0662,32.0,93,0,3.44,CL,1616068995
Bryukhovychi,49.9047,23.9597,41.0,52,75,11.18,UA,1616068996
Burgos,42.3394,-3.7079,41.0,70,75,28.77,ES,1616068997
Olafsvik,64.8945,-23.7142,44.71,96,100,20.85,IS,1616068997
Taltal,-25.4,-70.4833,65.66,80,53,1.77,CL,1616068876
Ninghai,29.2892,121.4247,61.0,90,87,5.99,CN,1616068998
Santa Marinella,42.0345,11.8536,52.0,30,99,1.01,IT,1616068999
Wangqing,43.3218,129.7634,31.91,52,8,2.51,CN,1616068887
Seoul,37.5683,126.9778,57.2,66,96,4.61,KR,1616069000
Agirish,61.9247,63.0231,29.98,89,100,6.96,RU,1616069001
Chhor,25.5167,69.7667,100.24,7,75,6.91,PK,1616069002
Lac du Bonnet,50.2536,-96.0612,29.23,88,0,3.49,CA,1616069003
Saint Anthony,45.0205,-93.218,33.8,80,1,5.75,US,1616069003
Inírida,3.8653,-67.9239,73.17,96,100,0.51,CO,1616069004
Kumul,42.8,93.45,38.5,21,100,19.55,CN,1616069005
Teknāf,20.8624,92.3058,82.08,49,52,13.69,BD,1616069005
Redlands,34.0556,-117.1825,48.2,71,1,1.21,US,1616068762
Ahipara,-35.1667,173.1667,59.4,85,11,8.61,NZ,1616069006
Taoudenni,22.6783,-3.9836,87.48,10,0,6.44,ML,1616069007
Hinton,53.4001,-117.5857,19.4,79,63,4.61,CA,1616068912
Seydi,39.4816,62.9137,76.8,22,71,18.86,TM,1616069008
Ocós,14.5094,-92.1933,57.99,95,30,1.99,GT,1616069009
Maniitsoq,65.4167,-52.9,13.86,88,100,7.96,GL,1616069010
Poum,-20.2333,164.0167,80.31,78,91,19.84,NC,1616069010
Vila Velha,-20.3297,-40.2925,82.99,69,40,10.36,BR,1616069011
Phalaborwa,-23.943,31.1411,89.6,43,75,8.05,ZA,1616069012
High Prairie,55.4334,-116.4858,28.4,64,25,9.22,CA,1616069013
Mungwi,-10.1732,31.3694,73.42,79,69,4.27,ZM,1616069013
Almaznyy,48.0448,40.045,42.8,93,40,6.71,RU,1616069014
Hamilton,39.1834,-84.5333,55.4,94,90,3.44,US,1616068549
Ketchikan,55.3422,-131.6461,33.8,100,90,4.7,US,1616069015
Mandalgovi,45.7625,106.2708,24.62,45,98,14.99,MN,1616069016
Atasū,48.6814,71.6433,26.51,82,35,11.52,KZ,1616069017
Yeppoon,-23.1333,150.7333,75.2,88,40,9.22,AU,1616069018
Acaraú,-2.8856,-40.12,81.86,75,75,9.69,BR,1616069018
Effingham County,32.3669,-81.3332,64.4,100,90,8.05,US,1616069019
San Matías,-16.3667,-58.4,74.26,94,100,3.4,BO,1616069020
Halberstadt,51.9,11.05,46.99,100,90,9.22,DE,1616069020
Severo-Yeniseyskiy,60.3725,93.0408,15.57,91,100,10.56,RU,1616069021
Rawson,-43.3002,-65.1023,54.48,51,0,17.49,AR,1616069022
Lawrenceburg,38.0373,-84.8966,57.2,94,90,4.09,US,1616069022
Christchurch,-43.5333,172.6333,51.01,81,0,3.44,NZ,1616069023
Dondo,-19.6094,34.7431,89.6,58,20,10.36,MZ,1616069024
Vostok,46.4856,135.8833,17.62,97,99,2.71,RU,1616069024
Zhezkazgan,47.8043,67.7144,25.52,77,47,14.81,KZ,1616069025
Khandyga,62.6667,135.6,-7.83,92,66,2.91,RU,1616069026
Staryy Nadym,65.6118,72.6842,6.93,93,100,9.31,RU,1616069026
Altay,47.8667,88.1167,7.56,95,99,0.96,CN,1616069027
Kolomna,55.0794,38.7783,35.6,80,75,4.47,RU,1616069028
Flin Flon,54.7682,-101.865,21.2,86,1,4.61,CA,1616069029
Podgornoye,51.735,39.1496,32.0,80,90,4.47,RU,1616069029
Stepnyak,52.8339,70.7803,21.07,79,100,9.06,KZ,1616069030
Dunedin,-45.8742,170.5036,52.0,83,3,5.01,NZ,1616069031
Nha Trang,12.25,109.1833,78.8,89,20,10.36,VN,1616068897
Takoradze,4.8845,-1.7554,80.67,78,100,12.55,GH,1616069032
Marondera,-18.1853,31.5519,77.36,37,6,6.85,ZW,1616069033
Warwick,41.7001,-71.4162,41.0,87,90,6.91,US,1616068743
Bull Savanna,17.8868,-77.5902,70.93,80,2,8.48,JM,1616069034
Pāsighāt,28.0667,95.3333,78.6,34,2,1.43,IN,1616069035
Mogadishu,2.0371,45.3438,83.43,66,86,12.12,SO,1616069035
Bandarbeyla,9.4942,50.8122,81.72,66,8,12.86,SO,1616069036
Nantucket,41.2835,-70.0995,41.0,100,90,4.61,US,1616068771
Tiarei,-17.5333,-149.3333,77.0,83,0,1.14,PF,1616069037
La Reforma,25.0833,-108.05,48.0,92,0,1.01,MX,1616069038
Batemans Bay,-35.7167,150.1833,68.0,85,100,1.99,AU,1616068817
Arys,42.4252,68.795,62.6,16,0,4.47,KZ,1616069039
Newport,51.5877,-2.9984,57.99,62,86,1.01,GB,1616069040
Barcelos,41.5388,-8.6151,64.0,36,0,11.5,PT,1616069040
Mazamitla,19.9167,-103.0333,45.77,60,0,2.26,MX,1616069041
Kaeo,-35.1,173.7833,61.0,86,46,1.99,NZ,1616069042
Burns Lake,54.2331,-125.7533,24.8,93,98,1.14,CA,1616069042
Kyra,49.5776,111.9753,21.11,90,99,3.98,RU,1616069043
Sehithwa,-20.4667,22.7167,87.62,35,25,5.12,BW,1616069044
Berdigestyakh,62.0989,126.6992,-11.6,99,77,0.6,RU,1616069044
Dingle,10.9995,122.6711,79.32,81,11,6.46,PH,1616069045
Vytegra,61.0064,36.4481,24.78,83,53,4.59,RU,1616069046
Beidao,34.5686,105.8933,54.73,58,61,4.12,CN,1616069046
Cabo San Lucas,22.8909,-109.9124,60.01,66,0,5.99,MX,1616069048
Rognan,67.0953,15.3878,30.99,56,0,3.0,NO,1616069048
Sydney Mines,46.2367,-60.2177,35.01,93,75,11.5,CA,1616069049
Goreloye,52.937,41.5043,30.56,85,100,4.68,RU,1616069050
Alekseyevskoye,55.3071,50.1135,26.6,80,90,6.71,RU,1616069050
Kulhudhuffushi,6.6221,73.07,84.31,61,83,5.93,MV,1616069051
Tomatlán,19.9333,-105.25,58.05,69,0,2.66,MX,1616069052
Jardim,-21.4803,-56.1381,74.3,85,54,3.94,BR,1616068948
Abhā,18.2164,42.5053,80.6,38,40,17.27,SA,1616069053
Matara,5.9485,80.5353,79.72,80,100,5.21,LK,1616069054
Qandala,11.472,49.8728,81.99,60,0,7.05,SO,1616069054
Joensuu,62.6012,29.7632,27.0,58,40,11.5,FI,1616069055
Visby,57.6409,18.296,39.0,80,75,9.22,SE,1616069056
Haimen,23.1935,116.6142,69.8,78,0,6.71,CN,1616069056
Husavik,66.0449,-17.3389,53.6,62,75,20.71,IS,1616069057
